date,amount,category,description
2024-03-28,743.22,Healthcare,Expense for Healthcare on 28-Mar
2024-03-29,1314.23,Food,Expense for Food on 29-Mar
2024-03-29,604.85,Entertainment,Expense for Entertainment on 29-Mar
2024-03-29,633.25,Entertainment,Expense for Entertainment on 29-Mar
2024-03-30,715.61,Food,Expense for Food on 30-Mar
2024-03-30,660.69,Food,Expense for Food on 30-Mar
2024-03-30,1061.03,Entertainment,Expense for Entertainment on 30-Mar
2024-03-31,814.17,Rent,Expense for Rent on 31-Mar
2024-03-31,327.11,Rent,Expense for Rent on 31-Mar
2024-03-31,311.26,Utilities,Expense for Utilities on 31-Mar
2024-04-01,12955.16,Rent,Expense for Rent on 01-Apr
2024-04-01,15958.35,Rent,Expense for Rent on 01-Apr
2024-04-01,15403.9,Rent,Expense for Rent on 01-Apr
2024-04-02,413.48,Healthcare,Expense for Healthcare on 02-Apr
2024-04-02,470.81,Rent,Expense for Rent on 02-Apr
2024-04-02,679.77,Transport,Expense for Transport on 02-Apr
2024-04-03,550.42,Education,Expense for Education on 03-Apr
2024-04-03,274.32,Healthcare,Expense for Healthcare on 03-Apr
2024-04-03,328.37,Transport,Expense for Transport on 03-Apr
2024-04-04,721.76,Rent,Expense for Rent on 04-Apr
2024-04-04,753.66,Rent,Expense for Rent on 04-Apr
2024-04-04,90.04,Education,Expense for Education on 04-Apr
2024-04-05,905.18,Food,Expense for Food on 05-Apr
2024-04-05,927.65,Entertainment,Expense for Entertainment on 05-Apr
2024-04-05,365.54,Entertainment,Expense for Entertainment on 05-Apr
2024-04-06,1022.61,Entertainment,Expense for Entertainment on 06-Apr
2024-04-06,443.98,Food,Expense for Food on 06-Apr
2024-04-06,859.38,Entertainment,Expense for Entertainment on 06-Apr
2024-04-07,397.55,Healthcare,Expense for Healthcare on 07-Apr
2024-04-07,427.47,Entertainment,Expense for Entertainment on 07-Apr
2024-04-07,403.73,Rent,Expense for Rent on 07-Apr
2024-04-08,528.68,Education,Expense for Education on 08-Apr
2024-04-08,684.23,Education,Expense for Education on 08-Apr
2024-04-08,723.33,Healthcare,Expense for Healthcare on 08-Apr
2024-04-09,364.46,Entertainment,Expense for Entertainment on 09-Apr
2024-04-09,559.97,Food,Expense for Food on 09-Apr
2024-04-09,821.41,Food,Expense for Food on 09-Apr
2024-04-10,165.89,Entertainment,Expense for Entertainment on 10-Apr
2024-04-10,407.53,Rent,Expense for Rent on 10-Apr
2024-04-10,257.24,Utilities,Expense for Utilities on 10-Apr
2024-04-11,139.51,Rent,Expense for Rent on 11-Apr
2024-04-11,351.66,Entertainment,Expense for Entertainment on 11-Apr
2024-04-11,638.16,Utilities,Expense for Utilities on 11-Apr
2024-04-12,690.25,Food,Expense for Food on 12-Apr
2024-04-12,936.73,Food,Expense for Food on 12-Apr
2024-04-12,819.9,Food,Expense for Food on 12-Apr
2024-04-13,640.56,Entertainment,Expense for Entertainment on 13-Apr
2024-04-13,966.3,Food,Expense for Food on 13-Apr
2024-04-13,798.52,Food,Expense for Food on 13-Apr
2024-04-14,155.27,Food,Expense for Food on 14-Apr
2024-04-14,663.39,Entertainment,Expense for Entertainment on 14-Apr
2024-04-14,853.54,Transport,Expense for Transport on 14-Apr
2024-04-15,533.11,Rent,Expense for Rent on 15-Apr
2024-04-15,222.79,Utilities,Expense for Utilities on 15-Apr
2024-04-15,260.46,Utilities,Expense for Utilities on 15-Apr
2024-04-16,1089.47,Education,Expense for Education on 16-Apr
2024-04-16,244.75,Transport,Expense for Transport on 16-Apr
2024-04-16,525.47,Education,Expense for Education on 16-Apr
2024-04-17,293.5,Rent,Expense for Rent on 17-Apr
2024-04-17,639.14,Utilities,Expense for Utilities on 17-Apr
2024-04-17,381.33,Transport,Expense for Transport on 17-Apr
2024-04-18,805.83,Healthcare,Expense for Healthcare on 18-Apr
2024-04-18,465.18,Utilities,Expense for Utilities on 18-Apr
2024-04-18,635.15,Healthcare,Expense for Healthcare on 18-Apr
2024-04-19,677.77,Entertainment,Expense for Entertainment on 19-Apr
2024-04-19,994.85,Entertainment,Expense for Entertainment on 19-Apr
2024-04-19,1049.67,Food,Expense for Food on 19-Apr
2024-04-20,1237.39,Entertainment,Expense for Entertainment on 20-Apr
2024-04-20,479.98,Food,Expense for Food on 20-Apr
2024-04-20,952.81,Entertainment,Expense for Entertainment on 20-Apr
2024-04-21,366.72,Rent,Expense for Rent on 21-Apr
2024-04-21,450.41,Rent,Expense for Rent on 21-Apr
2024-04-21,454.03,Healthcare,Expense for Healthcare on 21-Apr
2024-04-22,134.07,Utilities,Expense for Utilities on 22-Apr
2024-04-22,587.43,Healthcare,Expense for Healthcare on 22-Apr
2024-04-22,408.26,Rent,Expense for Rent on 22-Apr
2024-04-23,615.63,Rent,Expense for Rent on 23-Apr
2024-04-23,605.19,Utilities,Expense for Utilities on 23-Apr
2024-04-23,181.15,Utilities,Expense for Utilities on 23-Apr
2024-04-24,93.22,Rent,Expense for Rent on 24-Apr
2024-04-24,514.17,Healthcare,Expense for Healthcare on 24-Apr
2024-04-24,820.66,Education,Expense for Education on 24-Apr
2024-04-25,585.91,Utilities,Expense for Utilities on 25-Apr
2024-04-25,311.69,Rent,Expense for Rent on 25-Apr
2024-04-25,736.07,Transport,Expense for Transport on 25-Apr
2024-04-26,1020.58,Entertainment,Expense for Entertainment on 26-Apr
2024-04-26,475.17,Food,Expense for Food on 26-Apr
2024-04-26,1122.74,Food,Expense for Food on 26-Apr
2024-04-27,1216.17,Food,Expense for Food on 27-Apr
2024-04-27,821.69,Entertainment,Expense for Entertainment on 27-Apr
2024-04-27,1090.9,Food,Expense for Food on 27-Apr
2024-04-28,472.07,Transport,Expense for Transport on 28-Apr
2024-04-28,372.05,Healthcare,Expense for Healthcare on 28-Apr
2024-04-28,601.63,Entertainment,Expense for Entertainment on 28-Apr
2024-04-29,395.02,Transport,Expense for Transport on 29-Apr
2024-04-29,508.26,Rent,Expense for Rent on 29-Apr
2024-04-29,879.84,Rent,Expense for Rent on 29-Apr
2024-04-30,761.36,Food,Expense for Food on 30-Apr
2024-04-30,148.53,Entertainment,Expense for Entertainment on 30-Apr
2024-04-30,205.44,Utilities,Expense for Utilities on 30-Apr
2024-05-01,16543.89,Rent,Expense for Rent on 01-May
2024-05-01,16703.16,Utilities,Expense for Utilities on 01-May
2024-05-01,13399.67,Rent,Expense for Rent on 01-May
2024-05-02,606.13,Utilities,Expense for Utilities on 02-May
2024-05-02,327.16,Rent,Expense for Rent on 02-May
2024-05-02,275.08,Entertainment,Expense for Entertainment on 02-May
2024-05-03,818.33,Entertainment,Expense for Entertainment on 03-May
2024-05-03,480.17,Entertainment,Expense for Entertainment on 03-May
2024-05-03,737.81,Entertainment,Expense for Entertainment on 03-May
2024-05-04,1172.29,Food,Expense for Food on 04-May
2024-05-04,462.87,Entertainment,Expense for Entertainment on 04-May
2024-05-04,583.22,Food,Expense for Food on 04-May
2024-05-05,763.55,Education,Expense for Education on 05-May
2024-05-05,830.78,Healthcare,Expense for Healthcare on 05-May
2024-05-05,342.4,Utilities,Expense for Utilities on 05-May
2024-05-06,921.13,Transport,Expense for Transport on 06-May
2024-05-06,888.63,Transport,Expense for Transport on 06-May
2024-05-06,311.64,Rent,Expense for Rent on 06-May
2024-05-07,108.1,Utilities,Expense for Utilities on 07-May
2024-05-07,233.92,Entertainment,Expense for Entertainment on 07-May
2024-05-07,668.19,Food,Expense for Food on 07-May
2024-05-08,278.51,Utilities,Expense for Utilities on 08-May
2024-05-08,372.9,Transport,Expense for Transport on 08-May
2024-05-08,576.54,Healthcare,Expense for Healthcare on 08-May
2024-05-09,299.18,Healthcare,Expense for Healthcare on 09-May
2024-05-09,430.14,Entertainment,Expense for Entertainment on 09-May
2024-05-09,482.08,Entertainment,Expense for Entertainment on 09-May
2024-05-10,1134.45,Food,Expense for Food on 10-May
2024-05-10,497.94,Food,Expense for Food on 10-May
2024-05-10,733.31,Entertainment,Expense for Entertainment on 10-May
2024-05-11,511.99,Food,Expense for Food on 11-May
2024-05-11,887.98,Entertainment,Expense for Entertainment on 11-May
2024-05-11,532.16,Food,Expense for Food on 11-May
2024-05-12,334.71,Healthcare,Expense for Healthcare on 12-May
2024-05-12,847.08,Rent,Expense for Rent on 12-May
2024-05-12,476.55,Entertainment,Expense for Entertainment on 12-May
2024-05-13,331.67,Entertainment,Expense for Entertainment on 13-May
2024-05-13,162.44,Transport,Expense for Transport on 13-May
2024-05-13,50.72,Transport,Expense for Transport on 13-May
2024-05-14,488.75,Education,Expense for Education on 14-May
2024-05-14,200.12,Entertainment,Expense for Entertainment on 14-May
2024-05-14,746.13,Food,Expense for Food on 14-May
2024-05-15,956.03,Rent,Expense for Rent on 15-May
2024-05-15,122.13,Rent,Expense for Rent on 15-May
2024-05-15,674.14,Healthcare,Expense for Healthcare on 15-May
2024-05-16,632.74,Healthcare,Expense for Healthcare on 16-May
2024-05-16,526.9,Healthcare,Expense for Healthcare on 16-May
2024-05-16,8.36,Utilities,Expense for Utilities on 16-May
2024-05-17,864.86,Entertainment,Expense for Entertainment on 17-May
2024-05-17,865.99,Entertainment,Expense for Entertainment on 17-May
2024-05-17,851.19,Entertainment,Expense for Entertainment on 17-May
2024-05-18,811.49,Food,Expense for Food on 18-May
2024-05-18,1125.97,Entertainment,Expense for Entertainment on 18-May
2024-05-18,598.93,Entertainment,Expense for Entertainment on 18-May
2024-05-19,749.35,Rent,Expense for Rent on 19-May
2024-05-19,303.93,Food,Expense for Food on 19-May
2024-05-19,523.75,Healthcare,Expense for Healthcare on 19-May
2024-05-20,414.37,Education,Expense for Education on 20-May
2024-05-20,541.88,Transport,Expense for Transport on 20-May
2024-05-20,871.73,Healthcare,Expense for Healthcare on 20-May
2024-05-21,382.83,Entertainment,Expense for Entertainment on 21-May
2024-05-21,574.23,Education,Expense for Education on 21-May
2024-05-21,382.73,Education,Expense for Education on 21-May
2024-05-22,623.36,Transport,Expense for Transport on 22-May
2024-05-22,440.74,Entertainment,Expense for Entertainment on 22-May
2024-05-22,134.48,Rent,Expense for Rent on 22-May
2024-05-23,495.86,Utilities,Expense for Utilities on 23-May
2024-05-23,848.27,Entertainment,Expense for Entertainment on 23-May
2024-05-23,746.63,Education,Expense for Education on 23-May
2024-05-24,734.17,Entertainment,Expense for Entertainment on 24-May
2024-05-24,1061.52,Entertainment,Expense for Entertainment on 24-May
2024-05-24,845.39,Food,Expense for Food on 24-May
2024-05-25,684.62,Food,Expense for Food on 25-May
2024-05-25,683.02,Entertainment,Expense for Entertainment on 25-May
2024-05-25,957.72,Food,Expense for Food on 25-May
2024-05-26,376.44,Transport,Expense for Transport on 26-May
2024-05-26,517.95,Transport,Expense for Transport on 26-May
2024-05-26,219.85,Transport,Expense for Transport on 26-May
2024-05-27,263.07,Education,Expense for Education on 27-May
2024-05-27,217.56,Transport,Expense for Transport on 27-May
2024-05-27,775.28,Education,Expense for Education on 27-May
2024-05-28,654.28,Entertainment,Expense for Entertainment on 28-May
2024-05-28,334.45,Food,Expense for Food on 28-May
2024-05-28,539.2,Education,Expense for Education on 28-May
2024-05-29,780.75,Rent,Expense for Rent on 29-May
2024-05-29,896.28,Transport,Expense for Transport on 29-May
2024-05-29,550.97,Food,Expense for Food on 29-May
2024-05-30,659.58,Healthcare,Expense for Healthcare on 30-May
2024-05-30,223.97,Food,Expense for Food on 30-May
2024-05-30,269.5,Rent,Expense for Rent on 30-May
2024-05-31,1031.22,Food,Expense for Food on 31-May
2024-05-31,1132.92,Food,Expense for Food on 31-May
2024-05-31,1044.11,Entertainment,Expense for Entertainment on 31-May
2024-06-01,14274.37,Rent,Expense for Rent on 01-Jun
2024-06-01,10669.49,Utilities,Expense for Utilities on 01-Jun
2024-06-01,13780.62,Rent,Expense for Rent on 01-Jun
2024-06-02,325.49,Rent,Expense for Rent on 02-Jun
2024-06-02,521.35,Rent,Expense for Rent on 02-Jun
2024-06-02,963.35,Utilities,Expense for Utilities on 02-Jun
2024-06-03,602.66,Healthcare,Expense for Healthcare on 03-Jun
2024-06-03,698.84,Healthcare,Expense for Healthcare on 03-Jun
2024-06-03,287.78,Rent,Expense for Rent on 03-Jun
2024-06-04,774.74,Entertainment,Expense for Entertainment on 04-Jun
2024-06-04,329.03,Rent,Expense for Rent on 04-Jun
2024-06-04,510.72,Rent,Expense for Rent on 04-Jun
2024-06-05,354.51,Transport,Expense for Transport on 05-Jun
2024-06-05,943.79,Entertainment,Expense for Entertainment on 05-Jun
2024-06-05,366.4,Rent,Expense for Rent on 05-Jun
2024-06-06,606.13,Food,Expense for Food on 06-Jun
2024-06-06,500.39,Food,Expense for Food on 06-Jun
2024-06-06,713.61,Rent,Expense for Rent on 06-Jun
2024-06-07,860.78,Food,Expense for Food on 07-Jun
2024-06-07,800.97,Food,Expense for Food on 07-Jun
2024-06-07,620.85,Food,Expense for Food on 07-Jun
2024-06-08,1006.45,Entertainment,Expense for Entertainment on 08-Jun
2024-06-08,784.4,Food,Expense for Food on 08-Jun
2024-06-08,855.59,Food,Expense for Food on 08-Jun
2024-06-09,696.32,Rent,Expense for Rent on 09-Jun
2024-06-09,921.1,Food,Expense for Food on 09-Jun
2024-06-09,594.22,Food,Expense for Food on 09-Jun
2024-06-10,401.44,Utilities,Expense for Utilities on 10-Jun
2024-06-10,305.76,Rent,Expense for Rent on 10-Jun
2024-06-10,86.25,Education,Expense for Education on 10-Jun
2024-06-11,298.31,Utilities,Expense for Utilities on 11-Jun
2024-06-11,550.53,Transport,Expense for Transport on 11-Jun
2024-06-11,737.12,Education,Expense for Education on 11-Jun
2024-06-12,407.37,Utilities,Expense for Utilities on 12-Jun
2024-06-12,147.78,Transport,Expense for Transport on 12-Jun
2024-06-12,271.19,Education,Expense for Education on 12-Jun
2024-06-13,521.6,Rent,Expense for Rent on 13-Jun
2024-06-13,263.26,Food,Expense for Food on 13-Jun
2024-06-13,92.15,Transport,Expense for Transport on 13-Jun
2024-06-14,543.88,Food,Expense for Food on 14-Jun
2024-06-14,464.98,Entertainment,Expense for Entertainment on 14-Jun
2024-06-14,1028.23,Entertainment,Expense for Entertainment on 14-Jun
2024-06-15,506.54,Entertainment,Expense for Entertainment on 15-Jun
2024-06-15,811.23,Entertainment,Expense for Entertainment on 15-Jun
2024-06-15,717.86,Entertainment,Expense for Entertainment on 15-Jun
2024-06-16,164.67,Food,Expense for Food on 16-Jun
2024-06-16,459.97,Utilities,Expense for Utilities on 16-Jun
2024-06-16,417.64,Healthcare,Expense for Healthcare on 16-Jun
2024-06-17,764.15,Entertainment,Expense for Entertainment on 17-Jun
2024-06-17,715.91,Entertainment,Expense for Entertainment on 17-Jun
2024-06-17,689.04,Utilities,Expense for Utilities on 17-Jun
2024-06-18,147.23,Food,Expense for Food on 18-Jun
2024-06-18,125.52,Healthcare,Expense for Healthcare on 18-Jun
2024-06-18,505.92,Rent,Expense for Rent on 18-Jun
2024-06-19,133.39,Entertainment,Expense for Entertainment on 19-Jun
2024-06-19,584.42,Education,Expense for Education on 19-Jun
2024-06-19,85.16,Healthcare,Expense for Healthcare on 19-Jun
2024-06-20,52.59,Healthcare,Expense for Healthcare on 20-Jun
2024-06-20,467.6,Transport,Expense for Transport on 20-Jun
2024-06-20,219.37,Healthcare,Expense for Healthcare on 20-Jun
2024-06-21,856.76,Entertainment,Expense for Entertainment on 21-Jun
2024-06-21,676.65,Entertainment,Expense for Entertainment on 21-Jun
2024-06-21,744.04,Food,Expense for Food on 21-Jun
2024-06-22,881.39,Entertainment,Expense for Entertainment on 22-Jun
2024-06-22,520.03,Food,Expense for Food on 22-Jun
2024-06-22,823.13,Entertainment,Expense for Entertainment on 22-Jun
2024-06-23,779.06,Food,Expense for Food on 23-Jun
2024-06-23,577.87,Healthcare,Expense for Healthcare on 23-Jun
2024-06-23,518.82,Healthcare,Expense for Healthcare on 23-Jun
2024-06-24,829.55,Healthcare,Expense for Healthcare on 24-Jun
2024-06-24,201.26,Transport,Expense for Transport on 24-Jun
2024-06-24,674.8,Transport,Expense for Transport on 24-Jun
2024-06-25,592.68,Education,Expense for Education on 25-Jun
2024-06-25,159.06,Transport,Expense for Transport on 25-Jun
2024-06-25,993.55,Healthcare,Expense for Healthcare on 25-Jun
2024-06-26,770.67,Utilities,Expense for Utilities on 26-Jun
2024-06-26,175.41,Transport,Expense for Transport on 26-Jun
2024-06-26,770.48,Utilities,Expense for Utilities on 26-Jun
2024-06-27,582.02,Healthcare,Expense for Healthcare on 27-Jun
2024-06-27,450.4,Transport,Expense for Transport on 27-Jun
2024-06-27,2.64,Utilities,Expense for Utilities on 27-Jun
2024-06-28,530.46,Entertainment,Expense for Entertainment on 28-Jun
2024-06-28,1195.46,Food,Expense for Food on 28-Jun
2024-06-28,1046.22,Food,Expense for Food on 28-Jun
2024-06-29,674.0,Entertainment,Expense for Entertainment on 29-Jun
2024-06-29,613.91,Entertainment,Expense for Entertainment on 29-Jun
2024-06-29,1669.54,Entertainment,Expense for Entertainment on 29-Jun
2024-06-30,1268.25,Entertainment,Expense for Entertainment on 30-Jun
2024-06-30,954.3,Utilities,Expense for Utilities on 30-Jun
2024-06-30,670.96,Food,Expense for Food on 30-Jun
2024-07-01,14845.54,Utilities,Expense for Utilities on 01-Jul
2024-07-01,12010.58,Utilities,Expense for Utilities on 01-Jul
2024-07-01,17262.78,Rent,Expense for Rent on 01-Jul
2024-07-02,784.95,Transport,Expense for Transport on 02-Jul
2024-07-02,887.58,Entertainment,Expense for Entertainment on 02-Jul
2024-07-02,446.1,Healthcare,Expense for Healthcare on 02-Jul
2024-07-03,705.22,Transport,Expense for Transport on 03-Jul
2024-07-03,508.42,Entertainment,Expense for Entertainment on 03-Jul
2024-07-03,569.32,Utilities,Expense for Utilities on 03-Jul
2024-07-04,497.01,Entertainment,Expense for Entertainment on 04-Jul
2024-07-04,193.81,Transport,Expense for Transport on 04-Jul
2024-07-04,870.47,Transport,Expense for Transport on 04-Jul
2024-07-05,749.41,Entertainment,Expense for Entertainment on 05-Jul
2024-07-05,847.25,Food,Expense for Food on 05-Jul
2024-07-05,1376.59,Food,Expense for Food on 05-Jul
2024-07-06,897.2,Food,Expense for Food on 06-Jul
2024-07-06,829.12,Entertainment,Expense for Entertainment on 06-Jul
2024-07-06,972.98,Entertainment,Expense for Entertainment on 06-Jul
2024-07-07,400.05,Transport,Expense for Transport on 07-Jul
2024-07-07,711.58,Healthcare,Expense for Healthcare on 07-Jul
2024-07-07,212.39,Entertainment,Expense for Entertainment on 07-Jul
2024-07-08,297.77,Education,Expense for Education on 08-Jul
2024-07-08,598.04,Transport,Expense for Transport on 08-Jul
2024-07-08,691.55,Transport,Expense for Transport on 08-Jul
2024-07-09,522.62,Utilities,Expense for Utilities on 09-Jul
2024-07-09,465.09,Education,Expense for Education on 09-Jul
2024-07-09,287.65,Transport,Expense for Transport on 09-Jul
2024-07-10,473.21,Rent,Expense for Rent on 10-Jul
2024-07-10,663.81,Education,Expense for Education on 10-Jul
2024-07-10,272.87,Utilities,Expense for Utilities on 10-Jul
2024-07-11,163.17,Rent,Expense for Rent on 11-Jul
2024-07-11,509.45,Food,Expense for Food on 11-Jul
2024-07-11,459.13,Rent,Expense for Rent on 11-Jul
2024-07-12,608.08,Entertainment,Expense for Entertainment on 12-Jul
2024-07-12,340.76,Entertainment,Expense for Entertainment on 12-Jul
2024-07-12,801.18,Food,Expense for Food on 12-Jul
2024-07-13,519.76,Food,Expense for Food on 13-Jul
2024-07-13,751.24,Entertainment,Expense for Entertainment on 13-Jul
2024-07-13,642.4,Food,Expense for Food on 13-Jul
2024-07-14,411.83,Rent,Expense for Rent on 14-Jul
2024-07-14,694.93,Healthcare,Expense for Healthcare on 14-Jul
2024-07-14,118.86,Entertainment,Expense for Entertainment on 14-Jul
2024-07-15,825.23,Food,Expense for Food on 15-Jul
2024-07-15,405.66,Food,Expense for Food on 15-Jul
2024-07-15,1277.13,Healthcare,Expense for Healthcare on 15-Jul
2024-07-16,725.88,Transport,Expense for Transport on 16-Jul
2024-07-16,367.17,Entertainment,Expense for Entertainment on 16-Jul
2024-07-16,814.85,Entertainment,Expense for Entertainment on 16-Jul
2024-07-17,158.57,Utilities,Expense for Utilities on 17-Jul
2024-07-17,228.27,Entertainment,Expense for Entertainment on 17-Jul
2024-07-17,497.97,Education,Expense for Education on 17-Jul
2024-07-18,750.76,Entertainment,Expense for Entertainment on 18-Jul
2024-07-18,484.02,Education,Expense for Education on 18-Jul
2024-07-18,171.89,Food,Expense for Food on 18-Jul
2024-07-19,329.92,Food,Expense for Food on 19-Jul
2024-07-19,1040.77,Food,Expense for Food on 19-Jul
2024-07-19,1178.6,Food,Expense for Food on 19-Jul
2024-07-20,796.23,Food,Expense for Food on 20-Jul
2024-07-20,746.18,Entertainment,Expense for Entertainment on 20-Jul
2024-07-20,1241.61,Entertainment,Expense for Entertainment on 20-Jul
2024-07-21,883.71,Utilities,Expense for Utilities on 21-Jul
2024-07-21,347.72,Rent,Expense for Rent on 21-Jul
2024-07-21,556.6,Transport,Expense for Transport on 21-Jul
2024-07-22,240.26,Transport,Expense for Transport on 22-Jul
2024-07-22,560.35,Utilities,Expense for Utilities on 22-Jul
2024-07-22,307.0,Entertainment,Expense for Entertainment on 22-Jul
2024-07-23,16.73,Rent,Expense for Rent on 23-Jul
2024-07-23,28.4,Rent,Expense for Rent on 23-Jul
2024-07-23,222.74,Rent,Expense for Rent on 23-Jul
2024-07-24,211.09,Food,Expense for Food on 24-Jul
2024-07-24,311.91,Rent,Expense for Rent on 24-Jul
2024-07-24,437.04,Utilities,Expense for Utilities on 24-Jul
2024-07-25,329.88,Entertainment,Expense for Entertainment on 25-Jul
2024-07-25,331.32,Food,Expense for Food on 25-Jul
2024-07-25,396.19,Entertainment,Expense for Entertainment on 25-Jul
2024-07-26,913.41,Food,Expense for Food on 26-Jul
2024-07-26,822.08,Food,Expense for Food on 26-Jul
2024-07-26,990.4,Food,Expense for Food on 26-Jul
2024-07-27,1061.52,Entertainment,Expense for Entertainment on 27-Jul
2024-07-27,476.67,Entertainment,Expense for Entertainment on 27-Jul
2024-07-27,1309.57,Entertainment,Expense for Entertainment on 27-Jul
2024-07-28,638.81,Utilities,Expense for Utilities on 28-Jul
2024-07-28,701.73,Utilities,Expense for Utilities on 28-Jul
2024-07-28,667.41,Entertainment,Expense for Entertainment on 28-Jul
2024-07-29,257.29,Entertainment,Expense for Entertainment on 29-Jul
2024-07-29,90.54,Entertainment,Expense for Entertainment on 29-Jul
2024-07-29,525.11,Education,Expense for Education on 29-Jul
2024-07-30,326.88,Education,Expense for Education on 30-Jul
2024-07-30,623.85,Education,Expense for Education on 30-Jul
2024-07-30,1141.48,Education,Expense for Education on 30-Jul
2024-07-31,966.26,Transport,Expense for Transport on 31-Jul
2024-07-31,755.69,Food,Expense for Food on 31-Jul
2024-07-31,600.3,Rent,Expense for Rent on 31-Jul
2024-08-01,17332.74,Rent,Expense for Rent on 01-Aug
2024-08-01,19793.78,Rent,Expense for Rent on 01-Aug
2024-08-01,10305.64,Utilities,Expense for Utilities on 01-Aug
2024-08-02,1220.29,Food,Expense for Food on 02-Aug
2024-08-02,843.86,Entertainment,Expense for Entertainment on 02-Aug
2024-08-02,703.52,Food,Expense for Food on 02-Aug
2024-08-03,1183.66,Entertainment,Expense for Entertainment on 03-Aug
2024-08-03,853.69,Entertainment,Expense for Entertainment on 03-Aug
2024-08-03,777.89,Food,Expense for Food on 03-Aug
2024-08-04,1087.58,Healthcare,Expense for Healthcare on 04-Aug
2024-08-04,448.55,Healthcare,Expense for Healthcare on 04-Aug
2024-08-04,390.18,Rent,Expense for Rent on 04-Aug
2024-08-05,363.59,Utilities,Expense for Utilities on 05-Aug
2024-08-05,727.52,Entertainment,Expense for Entertainment on 05-Aug
2024-08-05,579.5,Education,Expense for Education on 05-Aug
2024-08-06,221.48,Entertainment,Expense for Entertainment on 06-Aug
2024-08-06,838.65,Food,Expense for Food on 06-Aug
2024-08-06,518.3,Healthcare,Expense for Healthcare on 06-Aug
2024-08-07,623.68,Transport,Expense for Transport on 07-Aug
2024-08-07,661.41,Transport,Expense for Transport on 07-Aug
2024-08-07,211.12,Utilities,Expense for Utilities on 07-Aug
2024-08-08,231.41,Rent,Expense for Rent on 08-Aug
2024-08-08,778.61,Entertainment,Expense for Entertainment on 08-Aug
2024-08-08,457.24,Food,Expense for Food on 08-Aug
2024-08-09,601.23,Entertainment,Expense for Entertainment on 09-Aug
2024-08-09,812.03,Food,Expense for Food on 09-Aug
2024-08-09,346.59,Entertainment,Expense for Entertainment on 09-Aug
2024-08-10,348.08,Entertainment,Expense for Entertainment on 10-Aug
2024-08-10,603.27,Food,Expense for Food on 10-Aug
2024-08-10,1166.95,Food,Expense for Food on 10-Aug
2024-08-11,740.16,Education,Expense for Education on 11-Aug
2024-08-11,525.84,Rent,Expense for Rent on 11-Aug
2024-08-11,230.82,Transport,Expense for Transport on 11-Aug
2024-08-12,496.98,Rent,Expense for Rent on 12-Aug
2024-08-12,515.63,Rent,Expense for Rent on 12-Aug
2024-08-12,691.47,Education,Expense for Education on 12-Aug
2024-08-13,689.2,Food,Expense for Food on 13-Aug
2024-08-13,513.05,Education,Expense for Education on 13-Aug
2024-08-13,517.26,Rent,Expense for Rent on 13-Aug
2024-08-14,599.32,Utilities,Expense for Utilities on 14-Aug
2024-08-14,688.72,Entertainment,Expense for Entertainment on 14-Aug
2024-08-14,766.38,Healthcare,Expense for Healthcare on 14-Aug
2024-08-15,327.12,Utilities,Expense for Utilities on 15-Aug
2024-08-15,1136.87,Healthcare,Expense for Healthcare on 15-Aug
2024-08-15,735.69,Utilities,Expense for Utilities on 15-Aug
2024-08-16,860.52,Food,Expense for Food on 16-Aug
2024-08-16,1345.38,Food,Expense for Food on 16-Aug
2024-08-16,719.85,Entertainment,Expense for Entertainment on 16-Aug
2024-08-17,980.08,Food,Expense for Food on 17-Aug
2024-08-17,412.23,Entertainment,Expense for Entertainment on 17-Aug
2024-08-17,829.89,Food,Expense for Food on 17-Aug
2024-08-18,744.79,Education,Expense for Education on 18-Aug
2024-08-18,1021.22,Food,Expense for Food on 18-Aug
2024-08-18,852.04,Rent,Expense for Rent on 18-Aug
2024-08-19,644.91,Education,Expense for Education on 19-Aug
2024-08-19,267.31,Education,Expense for Education on 19-Aug
2024-08-19,605.86,Transport,Expense for Transport on 19-Aug
2024-08-20,585.45,Utilities,Expense for Utilities on 20-Aug
2024-08-20,219.3,Food,Expense for Food on 20-Aug
2024-08-20,332.7,Entertainment,Expense for Entertainment on 20-Aug
2024-08-21,373.76,Transport,Expense for Transport on 21-Aug
2024-08-21,465.59,Food,Expense for Food on 21-Aug
2024-08-21,412.65,Transport,Expense for Transport on 21-Aug
2024-08-22,21.86,Entertainment,Expense for Entertainment on 22-Aug
2024-08-22,399.84,Utilities,Expense for Utilities on 22-Aug
2024-08-22,511.22,Education,Expense for Education on 22-Aug
2024-08-23,627.15,Entertainment,Expense for Entertainment on 23-Aug
2024-08-23,515.77,Food,Expense for Food on 23-Aug
2024-08-23,447.53,Food,Expense for Food on 23-Aug
2024-08-24,853.56,Entertainment,Expense for Entertainment on 24-Aug
2024-08-24,567.48,Entertainment,Expense for Entertainment on 24-Aug
2024-08-24,748.81,Food,Expense for Food on 24-Aug
2024-08-25,837.79,Utilities,Expense for Utilities on 25-Aug
2024-08-25,497.76,Utilities,Expense for Utilities on 25-Aug
2024-08-25,674.94,Food,Expense for Food on 25-Aug
2024-08-26,713.91,Food,Expense for Food on 26-Aug
2024-08-26,748.28,Healthcare,Expense for Healthcare on 26-Aug
2024-08-26,670.15,Utilities,Expense for Utilities on 26-Aug
2024-08-27,316.99,Transport,Expense for Transport on 27-Aug
